"Region","Country","Category","Channel","Year","Quarter","Revenue","Quantity","Profit","Transactions"
"Western Europe","Austria","Clothing","Wholesale",2023,2,125489.713062998,402,13324.4071562522,42
"Central Europe","Poland","Clothing","Wholesale",2023,2,118402.8570191,432,26916.5721061799,31
"Western Europe","Germany","Food & Beverage","Wholesale",2023,2,56712.1361079626,204,10752.4477254518,14
"Western Europe","France","Food & Beverage","Wholesale",2023,2,184709.766418673,1764,45670.3749755925,488
"Southern Europe","Italy","Food & Beverage","Wholesale",2023,2,137721.078316681,253,14771.1345109075,324
"Southern Europe","Spain","Food & Beverage","Wholesale",2023,2,132635.583467782,809,15187.9827659502,342
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2023,2,49574.2363855243,1255,11043.7483380002,438
"Western Europe","Netherlands","Food & Beverage","Wholesale",2023,2,101317.36979587,1343,17241.8680921361,236
"Western Europe","Belgium","Food & Beverage","Wholesale",2023,2,197438.530819491,253,19696.1056872853,463
"Western Europe","Switzerland","Food & Beverage","Wholesale",2023,2,198692.771068309,1041,43772.831065602,333
"Western Europe","Austria","Food & Beverage","Wholesale",2023,2,95647.0669503324,837,21388.0023288694,420
"Central Europe","Poland","Food & Beverage","Wholesale",2023,2,145821.269364096,1841,19299.688274996,403
"Western Europe","Germany","Home & Garden","Wholesale",2023,2,70146.706381347,1057,16382.3910038635,345
"Western Europe","France","Home & Garden","Wholesale",2023,2,168400.636520237,1352,34199.6395158916,187
"Southern Europe","Italy","Home & Garden","Wholesale",2023,2,92455.3604936227,1735,21280.0822594778,245
"Southern Europe","Spain","Home & Garden","Wholesale",2023,2,199238.529056311,373,27230.203048119,466
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2023,2,163104.130532593,638,40672.0925971598,201
"Western Europe","Netherlands","Home & Garden","Wholesale",2023,2,102386.011809576,694,10428.1291307522,225
"Western Europe","Belgium","Home & Garden","Wholesale",2023,2,112366.680176929,1941,9520.72784229053,81
"Western Europe","Switzerland","Home & Garden","Wholesale",2023,2,74797.5825867616,1861,6144.5007510028,80
"Western Europe","Austria","Home & Garden","Wholesale",2023,2,19882.9648457468,1810,2337.50377280809,252
"Central Europe","Poland","Home & Garden","Wholesale",2023,2,97157.3915029876,1182,19278.1234679691,405
"Western Europe","Germany","Electronics","Online",2024,2,78487.3141301796,207,6710.54693279139,265
"Western Europe","France","Electronics","Online",2024,2,47793.9021005295,751,6798.95825573371,475
"Southern Europe","Italy","Electronics","Online",2024,2,118143.424240407,698,19763.0015186886,26
"Southern Europe","Spain","Electronics","Online",2024,2,50799.0185654489,698,12329.1955016856,122
"Northern Europe","United Kingdom","Electronics","Online",2024,2,80966.0434315447,743,7912.77309447525,69
"Western Europe","Netherlands","Electronics","Online",2024,2,75607.9851812683,1630,7746.95550069198,429
"Western Europe","Belgium","Electronics","Online",2024,2,117061.442001723,1918,21671.7473501787,346
"Western Europe","Switzerland","Electronics","Online",2024,2,30859.8619338591,1439,4108.77038431055,394
"Western Europe","Austria","Electronics","Online",2024,2,70452.8163594659,815,11495.4045184333,265
"Central Europe","Poland","Electronics","Online",2024,2,82085.5929376557,154,17594.6052242909,147
"Western Europe","Germany","Clothing","Online",2024,2,50307.3229198344,723,4155.54713187456,289
"Western Europe","France","Clothing","Online",2024,2,54841.112337308,1488,8088.91547461653,456
"Southern Europe","Italy","Clothing","Online",2024,2,70096.6834835708,1870,13637.7511296473,266
"Southern Europe","Spain","Clothing","Online",2024,2,38420.2421014197,332,7562.32810090684,203
"Northern Europe","United Kingdom","Clothing","Online",2024,2,84764.9721021298,698,19809.5754570012,351
"Western Europe","Netherlands","Clothing","Online",2024,2,92581.8006985355,333,21759.445079691,468
"Western Europe","Belgium","Clothing","Online",2024,2,15099.4140293915,489,1887.06348234973,396
"Western Europe","Switzerland","Clothing","Online",2024,2,24620.247221319,1984,6093.33843075935,314
"Western Europe","Austria","Clothing","Online",2024,2,51231.076620752,1917,4688.63450433141,499
"Central Europe","Poland","Clothing","Online",2024,2,35763.0922622047,1795,6025.49274752728,125
"Western Europe","Germany","Food & Beverage","Online",2024,2,49812.8228762653,1839,11472.8507772619,153
"Western Europe","France","Food & Beverage","Online",2024,2,60678.4076977056,1757,6927.53570804577,449
"Southern Europe","Italy","Food & Beverage","Online",2024,2,26275.251195766,1088,4733.69113286244,381
"Southern Europe","Spain","Food & Beverage","Online",2024,2,74732.8234068118,961,7745.14814080148,435
"Northern Europe","United Kingdom","Food & Beverage","Online",2024,2,19295.9894100204,1416,4603.61477778817,401
"Western Europe","Netherlands","Food & Beverage","Online",2024,2,71267.5698543899,445,9243.36679415032,425
"Western Europe","Belgium","Food & Beverage","Online",2024,2,30090.2509619482,1881,3780.50820345431,130
"Western Europe","Switzerland","Food & Beverage","Online",2024,2,45514.1676147468,1827,6232.1458058387,276
"Western Europe","Austria","Food & Beverage","Online",2024,2,73526.6894672532,1788,8582.58656100984,480
"Central Europe","Poland","Food & Beverage","Online",2024,2,50074.8121773358,515,4967.48088946296,394
"Western Europe","Germany","Home & Garden","Online",2024,2,37165.7612873241,176,8451.95056378385,62
"Western Europe","France","Home & Garden","Online",2024,2,27856.2531899661,1152,5661.83537868345,71
"Southern Europe","Italy","Home & Garden","Online",2024,2,25544.6693999693,920,6107.63814335392,441
"Southern Europe","Spain","Home & Garden","Online",2024,2,27995.5213086214,53,6631.28474521515,378
"Northern Europe","United Kingdom","Home & Garden","Online",2024,2,58665.9439373761,742,5787.77370439415,184
"Western Europe","Netherlands","Home & Garden","Online",2024,2,72693.9684455283,358,9878.50900184815,437
"Western Europe","Belgium","Home & Garden","Online",2024,2,15269.1768051591,1634,3125.45374422211,30
"Western Europe","Switzerland","Home & Garden","Online",2024,2,54312.2079863679,501,5721.55889318413,305
"Western Europe","Austria","Home & Garden","Online",2024,2,85958.0827364698,216,17162.4640712446,143
"Central Europe","Poland","Home & Garden","Online",2024,2,72890.0344995782,1800,7087.0609791331,475
"Western Europe","Germany","Electronics","Retail",2024,2,52242.3900919966,982,9658.2238559096,462
"Western Europe","France","Electronics","Retail",2024,2,24003.9427945158,803,5100.76951652429,157
"Southern Europe","Italy","Electronics","Retail",2024,2,89438.0796194309,1406,15955.3619045921,309
"Southern Europe","Spain","Electronics","Retail",2024,2,125970.498891547,1293,21054.3963096592,400
"Northern Europe","United Kingdom","Electronics","Retail",2024,2,81648.415501113,1885,10524.4959103222,134
"Western Europe","Netherlands","Electronics","Retail",2024,2,106396.571578807,773,9025.39891863816,129
"Western Europe","Belgium","Electronics","Retail",2024,2,78736.3185023423,1712,10452.2517492495,457
"Western Europe","Switzerland","Electronics","Retail",2024,2,57967.856816249,895,9079.40549046088,215
"Western Europe","Austria","Electronics","Retail",2024,2,144984.592659166,400,13749.8761542993,143
"Central Europe","Poland","Electronics","Retail",2024,2,138922.228718293,1672,22925.2615986006,189
"Western Europe","Germany","Clothing","Retail",2024,2,24436.3071303815,119,6105.38058770465,89
"Western Europe","France","Clothing","Retail",2024,2,95715.7786109019,723,10901.7810765975,163
"Southern Europe","Italy","Clothing","Retail",2024,2,88029.3190758675,1000,20564.2150192595,318
"Southern Europe","Spain","Clothing","Retail",2024,2,71247.7589852642,1551,7044.02262952689,199
"Northern Europe","United Kingdom","Clothing","Retail",2024,2,53696.409559343,399,9827.48965927856,52
"Western Europe","Netherlands","Clothing","Retail",2024,2,50677.5689625647,952,6856.54835142611,326
"Western Europe","Belgium","Clothing","Retail",2024,2,24171.0876941215,191,5472.6507714096,396
"Western Europe","Switzerland","Clothing","Retail",2024,2,14521.7886625323,877,1757.29285050483,466
"Western Europe","Austria","Clothing","Retail",2024,2,49895.9430900868,1131,6537.52048923355,149
"Central Europe","Poland","Clothing","Retail",2024,2,34657.0665680338,1494,4245.69540339506,384
"Western Europe","Germany","Food & Beverage","Retail",2024,2,78377.9339876492,697,15778.6833580942,390
"Western Europe","France","Food & Beverage","Retail",2024,2,90602.0301266108,1744,7412.02438786052,68
"Southern Europe","Italy","Food & Beverage","Retail",2024,2,36846.7819923535,1447,5617.84985342574,172
"Southern Europe","Spain","Food & Beverage","Retail",2024,2,83274.7034076601,1393,12900.0618592522,461
"Northern Europe","United Kingdom","Food & Beverage","Retail",2024,2,25903.1216835137,1699,4930.80801973494,299
"Western Europe","Netherlands","Food & Beverage","Retail",2024,2,77781.7551454064,692,17179.176094545,76
"Western Europe","Belgium","Food & Beverage","Retail",2024,2,58267.2458526213,1354,10428.4311449659,11
"Western Europe","Switzerland","Food & Beverage","Retail",2024,2,45228.2760874368,1233,10355.4525988215,375
"Western Europe","Austria","Food & Beverage","Retail",2024,2,84664.1298849136,750,10861.8186979998,475
"Central Europe","Poland","Food & Beverage","Retail",2024,2,32295.455817366,1469,7969.42174600587,284
"Western Europe","Germany","Home & Garden","Retail",2024,2,49718.4665652458,1860,10672.3021338393,337
"Western Europe","France","Home & Garden","Retail",2024,2,79180.2306682803,522,14472.8144854107,226
"Southern Europe","Italy","Home & Garden","Retail",2024,2,12858.099542791,318,2803.04173549845,325
"Southern Europe","Spain","Home & Garden","Retail",2024,2,42479.1672732681,1985,4455.54694382023,182
"Northern Europe","United Kingdom","Home & Garden","Retail",2024,2,14087.8336969763,566,1745.99446422164,26
"Western Europe","Netherlands","Home & Garden","Retail",2024,2,17666.6574180126,918,3492.49891616873,281
"Western Europe","Belgium","Home & Garden","Retail",2024,2,26006.9869144354,484,3447.06145179019,170
"Western Europe","Switzerland","Home & Garden","Retail",2024,2,31041.3563996553,57,7044.24697930415,432
"Western Europe","Austria","Home & Garden","Retail",2024,2,33410.6287208851,61,6541.54102065794,122
"Central Europe","Poland","Home & Garden","Retail",2024,2,40604.7433905769,883,9946.76975498192,452
"Western Europe","Germany","Electronics","Wholesale",2024,2,155063.9603741,1426,15673.1382136516,270
"Western Europe","France","Electronics","Wholesale",2024,2,265401.747690048,1412,56938.3065533223,454
"Southern Europe","Italy","Electronics","Wholesale",2024,2,228388.001192361,253,39984.245148814,257
"Southern Europe","Spain","Electronics","Wholesale",2024,2,287228.016596055,1472,67995.4407700192,71
"Northern Europe","United Kingdom","Electronics","Wholesale",2024,2,109597.260723822,584,14043.194657821,451
"Western Europe","Netherlands","Electronics","Wholesale",2024,2,249886.396966176,1136,48441.5360353416,305
"Western Europe","Belgium","Electronics","Wholesale",2024,2,52809.634268051,626,5925.89799524151,227
"Western Europe","Switzerland","Electronics","Wholesale",2024,2,50538.6033339892,1325,4908.36692030114,490
"Western Europe","Austria","Electronics","Wholesale",2024,2,222511.267857626,894,26011.5261234321,163
"Central Europe","Poland","Electronics","Wholesale",2024,2,171299.936132273,143,19368.5009336157,496
"Western Europe","Germany","Clothing","Wholesale",2024,2,125618.308431003,1327,11343.8700711714,107
"Western Europe","France","Clothing","Wholesale",2024,2,33359.8731039092,622,8172.2085059522,143
"Southern Europe","Italy","Clothing","Wholesale",2024,2,176522.59279741,809,21731.2202490649,66
"Southern Europe","Spain","Clothing","Wholesale",2024,2,170046.274971683,1843,35553.7573718381,300
"Northern Europe","United Kingdom","Clothing","Wholesale",2024,2,18785.1845729165,1906,2762.22112214175,462
"Western Europe","Netherlands","Clothing","Wholesale",2024,2,144333.482433576,689,17733.7526861556,474
"Western Europe","Belgium","Clothing","Wholesale",2024,2,111610.300475731,1783,24043.6539077454,420
"Western Europe","Switzerland","Clothing","Wholesale",2024,2,189636.874468997,154,22914.0309461101,474
"Western Europe","Austria","Clothing","Wholesale",2024,2,183285.696019884,1904,19327.309594019,407
"Central Europe","Poland","Clothing","Wholesale",2024,2,96635.9181329608,1188,10664.9116124529,200
"Western Europe","Germany","Food & Beverage","Wholesale",2024,2,155448.890933767,436,37223.4851360384,158
"Western Europe","France","Food & Beverage","Wholesale",2024,2,105958.470106125,1362,18546.1877636636,320
"Southern Europe","Italy","Food & Beverage","Wholesale",2024,2,48484.2117549852,214,9888.21644819498,341
"Southern Europe","Spain","Food & Beverage","Wholesale",2024,2,146256.357238162,1213,21677.9394700263,92
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2024,2,155934.623240028,1527,18477.0428793335,242
"Western Europe","Netherlands","Food & Beverage","Wholesale",2024,2,144211.638597772,55,15782.0068223813,198
"Western Europe","Belgium","Food & Beverage","Wholesale",2024,2,46408.5858734325,1023,11529.1140664636,122
"Western Europe","Switzerland","Food & Beverage","Wholesale",2024,2,66600.9621997364,1957,15378.3554962693,263
"Western Europe","Austria","Food & Beverage","Wholesale",2024,2,71774.9406117946,926,6710.96668216476,424
"Central Europe","Poland","Food & Beverage","Wholesale",2024,2,118656.484619714,292,19727.7211030916,31
"Western Europe","Germany","Home & Garden","Wholesale",2024,2,177673.389844131,1896,41116.6574956235,235
"Western Europe","France","Home & Garden","Wholesale",2024,2,176649.641522672,1355,37427.3076106977,46
"Southern Europe","Italy","Home & Garden","Wholesale",2024,2,83311.9820524007,595,8051.85253145856,429
"Southern Europe","Spain","Home & Garden","Wholesale",2024,2,150176.709422376,610,20999.4201299958,287
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2024,2,161300.67917984,1184,33161.6673347858,60
"Western Europe","Netherlands","Home & Garden","Wholesale",2024,2,147590.67754494,1391,26094.7409902757,445
"Western Europe","Belgium","Home & Garden","Wholesale",2024,2,83233.3318935707,1780,14359.8739793413,91
"Western Europe","Switzerland","Home & Garden","Wholesale",2024,2,66648.9336942323,1492,14954.9863216212,43
"Western Europe","Austria","Home & Garden","Wholesale",2024,2,20919.5189550519,578,2659.86841518111,209
"Central Europe","Poland","Home & Garden","Wholesale",2024,2,138001.663207542,213,28644.5428345141,83
"Western Europe","Germany","Electronics","Online",2022,3,35713.8495863182,1394,3964.90842542644,25
"Western Europe","France","Electronics","Online",2022,3,96577.8756182408,537,21299.5102717508,446
"Southern Europe","Italy","Electronics","Online",2022,3,27191.0547773587,1219,4946.41231455117,411
"Southern Europe","Spain","Electronics","Online",2022,3,60663.6891915696,1794,5202.47001794647,229
"Northern Europe","United Kingdom","Electronics","Online",2022,3,52257.8011779115,558,8664.41637877885,84
"Western Europe","Netherlands","Electronics","Online",2022,3,123663.848227006,422,21882.9897433907,122
"Western Europe","Belgium","Electronics","Online",2022,3,59985.3288178565,157,12076.4714127322,476
"Western Europe","Switzerland","Electronics","Online",2022,3,70149.2879865691,243,10667.6639356638,65
"Western Europe","Austria","Electronics","Online",2022,3,70065.7689134823,1035,14193.0501898934,15
"Central Europe","Poland","Electronics","Online",2022,3,93260.5307159247,1571,11547.7921007013,450
"Western Europe","Germany","Clothing","Online",2022,3,43371.1589477025,1265,10240.7231766816,249
"Western Europe","France","Clothing","Online",2022,3,96040.236693807,1320,12377.2226830166,158
"Southern Europe","Italy","Clothing","Online",2022,3,97222.9565493762,517,23293.8837065682,295
"Southern Europe","Spain","Clothing","Online",2022,3,91880.1622057799,1004,22237.6043694802,197
"Northern Europe","United Kingdom","Clothing","Online",2022,3,12873.0022918899,376,1343.88128909796,77
"Western Europe","Netherlands","Clothing","Online",2022,3,50301.6630443744,791,9724.38897768433,198
"Western Europe","Belgium","Clothing","Online",2022,3,37217.8502613679,1386,8943.8765143149,390
"Western Europe","Switzerland","Clothing","Online",2022,3,68976.4023281168,1523,10706.9879327233,288
"Western Europe","Austria","Clothing","Online",2022,3,65466.164794052,596,10357.4289966995,429
"Central Europe","Poland","Clothing","Online",2022,3,86631.4208786935,636,19097.3777060322,38
"Western Europe","Germany","Food & Beverage","Online",2022,3,95087.0203599334,1783,18595.0997532503,185
"Western Europe","France","Food & Beverage","Online",2022,3,59526.8712600227,1722,7724.20754498149,432
"Southern Europe","Italy","Food & Beverage","Online",2022,3,55850.5602739751,557,10361.6508895674,212
"Southern Europe","Spain","Food & Beverage","Online",2022,3,94460.9720737208,684,16472.7358754429,375
"Northern Europe","United Kingdom","Food & Beverage","Online",2022,3,89773.7394564319,1076,15424.1467164982,144
"Western Europe","Netherlands","Food & Beverage","Online",2022,3,43979.1021752171,805,10441.7595855645,212
"Western Europe","Belgium","Food & Beverage","Online",2022,3,9752.92100571096,304,1303.72171720326,390
"Western Europe","Switzerland","Food & Beverage","Online",2022,3,78935.5829916894,648,11275.9700513785,280
"Western Europe","Austria","Food & Beverage","Online",2022,3,92966.3320188411,1192,12905.4665889916,175
"Central Europe","Poland","Food & Beverage","Online",2022,3,40860.3347523604,1323,4742.12714340744,109
"Western Europe","Germany","Home & Garden","Online",2022,3,28267.4944889732,593,6763.17610226576,152
"Western Europe","France","Home & Garden","Online",2022,3,13325.411308324,1619,1726.92968192038,426
"Southern Europe","Italy","Home & Garden","Online",2022,3,42155.3071972448,1899,10508.532930027,99
"Southern Europe","Spain","Home & Garden","Online",2022,3,22343.335399637,1147,2344.59647342398,91
"Northern Europe","United Kingdom","Home & Garden","Online",2022,3,17694.3545415998,175,3976.77238787885,231
"Western Europe","Netherlands","Home & Garden","Online",2022,3,29458.9767733123,1757,5360.20903703936,67
"Western Europe","Belgium","Home & Garden","Online",2022,3,57558.4695430007,549,12787.9566203369,67
"Western Europe","Switzerland","Home & Garden","Online",2022,3,19066.5812650695,526,3562.46925287646,171
"Western Europe","Austria","Home & Garden","Online",2022,3,96475.1982910093,989,15166.1857503885,439
"Central Europe","Poland","Home & Garden","Online",2022,3,94729.6734910924,1115,20524.5842522878,52
"Western Europe","Germany","Electronics","Retail",2022,3,148900.725661078,933,14986.4651663018,193
"Western Europe","France","Electronics","Retail",2022,3,108135.006316588,1525,26375.799889166,385
"Southern Europe","Italy","Electronics","Retail",2022,3,27560.9156966675,1058,4719.85071783107,36
"Southern Europe","Spain","Electronics","Retail",2022,3,8780.02394281793,416,2075.63521480086,50
"Northern Europe","United Kingdom","Electronics","Retail",2022,3,105325.614245958,1064,18117.5799221423,478
"Western Europe","Netherlands","Electronics","Retail",2022,3,104573.592324159,381,10241.5075816753,11
"Western Europe","Belgium","Electronics","Retail",2022,3,138245.300754206,269,24182.2013571792,360
"Western Europe","Switzerland","Electronics","Retail",2022,3,65700.0230241101,773,16170.3716046723,175
"Western Europe","Austria","Electronics","Retail",2022,3,67697.6130885305,426,11110.7082180151,13
"Central Europe","Poland","Electronics","Retail",2022,3,84068.1116626365,840,14662.776858493,181
"Western Europe","Germany","Clothing","Retail",2022,3,44296.4139918331,1181,10468.9021599171,15
"Western Europe","France","Clothing","Retail",2022,3,14276.2425600085,526,1990.32379859177,255
"Southern Europe","Italy","Clothing","Retail",2022,3,41125.4258325789,1740,9891.77876064117,443
"Southern Europe","Spain","Clothing","Retail",2022,3,23810.0548635703,1299,5823.98779547872,74
"Northern Europe","United Kingdom","Clothing","Retail",2022,3,73877.3015036713,1862,16483.9794818333,447
"Western Europe","Netherlands","Clothing","Retail",2022,3,6045.85889377631,1559,1168.16622447375,218
"Western Europe","Belgium","Clothing","Retail",2022,3,92291.4872027468,244,11008.0104233541,124
"Western Europe","Switzerland","Clothing","Retail",2022,3,90521.7297421768,75,21988.0375353775,397
"Western Europe","Austria","Clothing","Retail",2022,3,76644.6171235293,61,13314.4800752443,434
"Central Europe","Poland","Clothing","Retail",2022,3,95432.5724299997,1988,15464.7670242962,308
"Western Europe","Germany","Food & Beverage","Retail",2022,3,64430.7737634517,1890,15340.0825283979,310
"Western Europe","France","Food & Beverage","Retail",2022,3,67315.2995062992,1057,8044.29762380383,404
"Southern Europe","Italy","Food & Beverage","Retail",2022,3,41230.6836701464,1247,8502.5177537778,94
"Southern Europe","Spain","Food & Beverage","Retail",2022,3,11232.5353524648,396,945.67540678975,367
"Northern Europe","United Kingdom","Food & Beverage","Retail",2022,3,70633.6807901971,1807,8589.31775752675,257
"Western Europe","Netherlands","Food & Beverage","Retail",2022,3,17110.967397457,1625,3899.88118987995,142
"Western Europe","Belgium","Food & Beverage","Retail",2022,3,32675.2592646517,311,4731.38389539926,188
"Western Europe","Switzerland","Food & Beverage","Retail",2022,3,65060.984629672,672,7275.9069090773,209
"Western Europe","Austria","Food & Beverage","Retail",2022,3,42052.2797864396,1874,4479.37678633649,494
"Central Europe","Poland","Food & Beverage","Retail",2022,3,11690.4376889579,529,2541.47271113931,431
"Western Europe","Germany","Home & Garden","Retail",2022,3,87039.4284371287,216,18963.1595079629,335
"Western Europe","France","Home & Garden","Retail",2022,3,41593.0696693249,926,7200.2497608348,237
"Southern Europe","Italy","Home & Garden","Retail",2022,3,68722.2127080895,1584,8927.65255917981,228
"Southern Europe","Spain","Home & Garden","Retail",2022,3,7013.64871463738,1743,1373.88687381575,409
"Northern Europe","United Kingdom","Home & Garden","Retail",2022,3,61546.732269926,1334,13750.3317178724,475
"Western Europe","Netherlands","Home & Garden","Retail",2022,3,31242.9103103932,354,7265.56544294333,419
"Western Europe","Belgium","Home & Garden","Retail",2022,3,42917.0559765771,1486,10116.241748749,358
"Western Europe","Switzerland","Home & Garden","Retail",2022,3,18852.4658035021,1570,2513.66363437787,284
"Western Europe","Austria","Home & Garden","Retail",2022,3,83287.7642044332,868,18376.5352865353,474
"Central Europe","Poland","Home & Garden","Retail",2022,3,18338.9388513751,311,2471.63682330045,358
"Western Europe","Germany","Electronics","Wholesale",2022,3,274078.541812487,196,37945.2841641694,184
"Western Europe","France","Electronics","Wholesale",2022,3,271478.571260814,1130,40564.7859107357,52
"Southern Europe","Italy","Electronics","Wholesale",2022,3,69819.5373674389,731,7242.79747344638,325
"Southern Europe","Spain","Electronics","Wholesale",2022,3,166702.725182986,864,37580.8601698657,395
"Northern Europe","United Kingdom","Electronics","Wholesale",2022,3,163805.551050464,1675,19134.8621980773,405
"Western Europe","Netherlands","Electronics","Wholesale",2022,3,60695.6833333243,1282,8131.39317923937,459
"Western Europe","Belgium","Electronics","Wholesale",2022,3,163076.600037748,556,28055.3178323352,269
"Western Europe","Switzerland","Electronics","Wholesale",2022,3,78983.5001318716,1149,12096.9303937227,275
"Western Europe","Austria","Electronics","Wholesale",2022,3,95230.9172507375,691,13525.9830011239,351
"Central Europe","Poland","Electronics","Wholesale",2022,3,158550.96026673,1671,33898.7194646568,88
"Western Europe","Germany","Clothing","Wholesale",2022,3,40202.5232743472,812,9159.32752278857,421
"Western Europe","France","Clothing","Wholesale",2022,3,184919.840467628,147,39374.7913837364,361
"Southern Europe","Italy","Clothing","Wholesale",2022,3,104815.597336274,460,17400.2714615808,70
"Southern Europe","Spain","Clothing","Wholesale",2022,3,126915.374652017,147,27137.9231009106,206
"Northern Europe","United Kingdom","Clothing","Wholesale",2022,3,151346.86662117,629,12506.9808661898,22
"Western Europe","Netherlands","Clothing","Wholesale",2022,3,127195.460053626,1753,21410.2207750446,387
"Western Europe","Belgium","Clothing","Wholesale",2022,3,186726.798729505,1387,40685.5724511565,294
"Western Europe","Switzerland","Clothing","Wholesale",2022,3,25271.9085500576,1238,5360.57582556475,152
"Western Europe","Austria","Clothing","Wholesale",2022,3,15343.0263046175,193,3759.38184746197,409
"Central Europe","Poland","Clothing","Wholesale",2022,3,112890.409056563,1828,20787.0652036776,391
"Western Europe","Germany","Food & Beverage","Wholesale",2022,3,55828.4880849533,1587,7380.49311985363,497
"Western Europe","France","Food & Beverage","Wholesale",2022,3,132519.129170105,598,16536.0849571763,247
"Southern Europe","Italy","Food & Beverage","Wholesale",2022,3,81769.9918453582,196,15480.3005645673,453
"Southern Europe","Spain","Food & Beverage","Wholesale",2022,3,18902.2004697472,859,4611.20050262545,390
"Northern Europe","United Kingdom","Food & Beverage","Wholesale",2022,3,19146.6948622838,973,2836.0844999876,261
"Western Europe","Netherlands","Food & Beverage","Wholesale",2022,3,192940.111553762,950,16459.5591942422,31
"Western Europe","Belgium","Food & Beverage","Wholesale",2022,3,53028.6825937219,1342,5380.27521074475,96
"Western Europe","Switzerland","Food & Beverage","Wholesale",2022,3,12164.7782321088,1473,2629.85047393526,472
"Western Europe","Austria","Food & Beverage","Wholesale",2022,3,51510.371256154,1821,6826.21849533457,288
"Central Europe","Poland","Food & Beverage","Wholesale",2022,3,20628.138044849,810,3872.49799159933,303
"Western Europe","Germany","Home & Garden","Wholesale",2022,3,54644.7078930214,277,8443.6434950697,265
"Western Europe","France","Home & Garden","Wholesale",2022,3,86512.2913056985,689,14408.1590954496,43
"Southern Europe","Italy","Home & Garden","Wholesale",2022,3,12717.8428485058,238,1771.50976985801,490
"Southern Europe","Spain","Home & Garden","Wholesale",2022,3,78735.0019882433,1749,9918.9929177615,53
"Northern Europe","United Kingdom","Home & Garden","Wholesale",2022,3,121054.950563703,469,22385.7740175512,392
"Western Europe","Netherlands","Home & Garden","Wholesale",2022,3,125100.810271688,610,18455.9831157574,100
"Western Europe","Belgium","Home & Garden","Wholesale",2022,3,60106.5365062095,690,5675.2955680512,206
"Western Europe","Switzerland","Home & Garden","Wholesale",2022,3,138278.248645365,141,33735.4072725669,234
"Western Europe","Austria","Home & Garden","Wholesale",2022,3,187803.181034978,899,41860.8867980503,316
"Central Europe","Poland","Home & Garden","Wholesale",2022,3,10682.3672144674,1397,1692.42659146737,240
"Western Europe","Germany","Electronics","Online",2023,3,119643.392420257,1577,13203.2517964425,143
"Western Europe","France","Electronics","Online",2023,3,122487.973433454,1561,17093.5040007116,37
"Southern Europe","Italy","Electronics","Online",2023,3,17907.9697985435,219,2717.69123390749,140
"Southern Europe","Spain","Electronics","Online",2023,3,88297.4007690791,401,9913.90088235088,79
"Northern Europe","United Kingdom","Electronics","Online",2023,3,84334.6955592278,1147,16486.4723691873,97
"Western Europe","Netherlands","Electronics","Online",2023,3,27118.7096141512,1363,3599.0948980888,125
"Western Europe","Belgium","Electronics","Online",2023,3,46877.4024734739,1670,10059.5862340455,119
"Western Europe","Switzerland","Electronics","Online",2023,3,57637.6997184707,1060,9181.11112530875,46
"Western Europe","Austria","Electronics","Online",2023,3,123324.746175203,756,11154.7125079952,421
"Central Europe","Poland","Electronics","Online",2023,3,31944.6421042085,1093,3029.53117719854,180
"Western Europe","Germany","Clothing","Online",2023,3,54510.3988051414,837,6004.07520949879,107
"Western Europe","France","Clothing","Online",2023,3,77639.1700305976,1828,17739.0794151785,490
"Southern Europe","Italy","Clothing","Online",2023,3,32431.7865003832,547,4882.40510987644,228
"Southern Europe","Spain","Clothing","Online",2023,3,46493.9400239382,1633,7979.47974544517,50
"Northern Europe","United Kingdom","Clothing","Online",2023,3,68597.8219902609,158,6577.42756172377,154
"Western Europe","Netherlands","Clothing","Online",2023,3,8507.75930914097,127,2023.58934928844,345
"Western Europe","Belgium","Clothing","Online",2023,3,58261.4031643607,896,10423.6583426996,241
"Western Europe","Switzerland","Clothing","Online",2023,3,93576.4075315092,251,20833.2247840917,425
"Western Europe","Austria","Clothing","Online",2023,3,46289.1367345583,1009,6918.59144915362,81
"Central Europe","Poland","Clothing","Online",2023,3,93942.098604748,1974,22229.8839658937,485
"Western Europe","Germany","Food & Beverage","Online",2023,3,97938.749663299,883,24139.7211379202,74
"Western Europe","France","Food & Beverage","Online",2023,3,69292.4174235668,415,6612.88925196645,482
"Southern Europe","Italy","Food & Beverage","Online",2023,3,33335.5450595263,184,3004.6119312156,22
"Southern Europe","Spain","Food & Beverage","Online",2023,3,24784.0724850539,641,5011.67126689046,165
"Northern Europe","United Kingdom","Food & Beverage","Online",2023,3,35295.1607469004,1173,5201.68250053091,456
"Western Europe","Netherlands","Food & Beverage","Online",2023,3,86165.6220024452,811,12148.1704461195,55
"Western Europe","Belgium","Food & Beverage","Online",2023,3,10800.6911503617,1964,1053.1406629767,256
"Western Europe","Switzerland","Food & Beverage","Online",2023,3,22294.3800338544,840,3607.75730692152,334
"Western Europe","Austria","Food & Beverage","Online",2023,3,50964.4770971499,419,5745.12417126788,273
"Central Europe","Poland","Food & Beverage","Online",2023,3,37136.9395498186,922,4703.49121300965,416
"Western Europe","Germany","Home & Garden","Online",2023,3,82269.456316717,318,19614.153842066,433
